Submission ID,Respondent ID,Submitted at,Ваша основна зайнятість в ІТ зараз...,Оберіть ваш тайтл або роль у компанії,Categories,Position,Розробники -  основна спеціалізація,Якою мовою ви написали свою першу програму?,Основна мова програмування,"Скільки років ви працюєте з мовою, яку обрали як основну?","Чи використовуєте ви інші мови програмування, крім основної?","Оберіть інші мови програмування, які також використовуєте на поточній посаді",Які мови програмування ви б обрали зараз для наступного комерційного проєкту?,Чи комітили ви у 2024 році в опенсорс проєкти?,Якими мовами програмування ви комітили в опенсорс проєкти у 2024 році?,Чи є у вас власні опенсорс проєкти?,Якими мовами написаний ваш опенсорс проєкт?,Чи плануєте ви наступного року вивчити ще одну мову програмування?,Яку мову програмування ви плануєте вивчити наступного року?,"Основні фреймворки, бібліотеки та платформи: розробка","Основні фреймворки, бібліотеки та платформи: QA","Основні фреймворки, бібліотеки та платформи: Робота з даними",Ви плануєте освоїти наступну мову,"Платформи, для яких розробляєте на поточному місці роботи","Оберіть напрям, у якому зараз працюєте",Загальний стаж роботи за нинішньою ІТ-спеціальністю,Загальний стаж роботи в ІТ,,,,,,,,,,,,,,,,,,,,,,,
ya6ONX,OEaW5g,2024-12-15 18:12:17,Працюю full-time,Junior,DS/ML/AI,Data Engineer / Big Data Engineer,,C,Java,3 роки,Так,Scala,Scala,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,Flink,,Other,,2,2,,,,,,,,,,,,,,,,,,,,,,,
QQDGEY,E6K46A,2024-12-15 18:18:48,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,JavaScript,Java,4 роки,Ні,,Java,Ні,,Немає,,Так,Python,Serverless,,,Самостійно,Web,,4,6,,,,,,,,,,,,,,,,,,,,,,,
AXdZ7o,OEaWR7,2024-12-15 18:24:51,Працюю full-time,Senior,Other,Network Engineer,,,,,,,,,,,,,,,,,,,,15,15,,,,,,,,,,,,,,,,,,,,,,,
NZ6GLO,ezM1Xl,2024-12-15 18:43:10,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,Python,Java,4 роки,Ні,,Go,Ні,,Немає,,Так,Go,"Spring,Hibernate",,,Самостійно,Web,,3,3,,,,,,,,,,,,,,,,,,,,,,,
AXd1pN,xzrkLE,2024-12-15 18:44:07,Працюю full-time,Lead/Team Lead,SE,Software Engineer / Software Developer,Back-end  розробка,Basic,C++,10 і більше років,Так,Python,C++,Ні,,Немає,,"Ні, наразі не маю таких планів",,Boost,,,,Desktop,,15,15,,,,,,,,,,,,,,,,,,,,,,,
W7NGJk,OElDlR,2024-12-15 19:09:59,Працюю full-time,Tech Lead,SE,Software Engineer / Software Developer,Back-end  розробка,Pascal,Java,10 і більше років,Так,SQL,Kotlin,Ні,,Немає,,"Ні, наразі не маю таких планів",,Spring,,,,"Web, Mobile iOS, Mobile Android",,11,11,,,,,,,,,,,,,,,,,,,,,,,
jVydQx,E65kQo,2024-12-15 19:12:08,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,Python,Python,3 роки,Так,TypeScript,Python,Ні,,Немає,,"Ні, наразі не маю таких планів",,"Flask,React",,,,Web,,3,3,,,,,,,,,,,,,,,,,,,,,,,
ZBNp4V,KGeYpV,2024-12-15 19:12:16,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,C# / .NET,C# / .NET,7 років,Ні,,C# / .NET,Ні,,Немає,,"Ні, наразі не маю таких планів",,"ASP.NET,.NET",,,,"Web, Mobile Android, Mobile iOS",,7,7,,,,,,,,,,,,,,,,,,,,,,,
XbDV7g,VNjLdg,2024-12-15 19:19:11,Працюю full-time,Senior,Project Management,Project Manager,,,,,,,,,,,,,,,,,,,,6,8,,,,,,,,,,,,,,,,,,,,,,,
8lKvvo,Q4MKlg,2024-12-15 19:25:32,Працюю full-time,Middle,Analyst,System Analyst,,C++,Python,3 роки,Ні,,Python,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,,,"Web, Mobile cross-platform",,3,3,,,,,,,,,,,,,,,,,,,,,,,
xWdxPo,jzbe6J,2024-12-15 19:31:24,Працюю full-time,Senior,Product Management,Product Manager,,,,,,,,,,,,,,,,,,,,5,8,,,,,,,,,,,,,,,,,,,,,,,
J42KqX,rYBjXL,2024-12-15 19:33:32,Працюю full-time,Middle,DevOps/SRE,DevOps Engineer,,Basic,Python,3 роки,Ні,,Python,Ні,,Немає,,Так,JavaScript,,,,Самостійно,Web,,3,15,,,,,,,,,,,,,,,,,,,,,,,
6BdJOB,94XN95,2024-12-15 19:34:27,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Front-end  розробка,Pascal,TypeScript,6 років,Ні,,TypeScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,React,,,,Web,,6,8,,,,,,,,,,,,,,,,,,,,,,,
0WEQQZ,GbKege,2024-12-15 19:40:20,Працюю full-time,Middle,Other,Recruiter / Recruitment Specialist / Technical Recruiter,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,
264E6e,5V4bxN,2024-12-15 19:53:28,Працюю full-time,Junior,Product Management,Product Manager,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
p2Ledb,OElaB7,2024-12-15 19:58:45,Працюю full-time,Junior,Project Management,Project Manager,,,,,,,,,,,,,,,,,,,,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,
rZlDyN,aze9EB,2024-12-15 19:59:49,Втратив(-ла) роботу і шукаю нову,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Delphi,Ruby,8 років,Так,PHP,Go,Ні,,Немає,,Так,Go,Ruby on Rails,,,Самостійно,Web,,4,10,,,,,,,,,,,,,,,,,,,,,,,
MpAy9p,G5YWyL,2024-12-15 20:11:46,Працюю full-time,Lead/Team Lead,Product Management,Product Manager,,,,,,,,,,,,,,,,,,,,8,10,,,,,,,,,,,,,,,,,,,,,,,
PqARWQ,kz9lBo,2024-12-15 20:13:42,Працюю full-time,Junior,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Java,2 роки,Ні,,Java,Ні,,Немає,,Так,TypeScript,,,,Самостійно,Web,,2,2,,,,,,,,,,,,,,,,,,,,,,,
qlbLB2,VNjjZN,2024-12-15 20:15:33,Втратив(-ла) роботу і шукаю нову,Middle,Other,Account Manager / Account Executive,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,
0WEdx6,PrDD5P,2024-12-15 20:15:38,Працюю full-time,Senior,Other,Account Manager / Account Executive,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
yalMl4,y1NN66,2024-12-15 20:20:20,Працюю full-time,Lead/Team Lead,Product Management,Product Owner (у продакт менеджменті),,,,,,,,,,,,,,,,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,
MxAXqA,8rzzMO,2024-12-15 20:22:15,Працюю full-time,Intern/Trainee,Other,Digital Marketing Manager,,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,
264B2L,bz9jY6,2024-12-15 20:46:07,Втратив(-ла) роботу і шукаю нову,Middle,SE,Software Engineer / Software Developer,Mobile розробка,Dart,Dart,3 роки,Ні,,Dart,Ні,,Немає,,Так,Swift,Flutter,,,З допомогою професійних викладачів (курсів або індивідуальних занять),"Mobile Android, Mobile cross-platform, Mobile iOS",,3,3,,,,,,,,,,,,,,,,,,,,,,,
kPYepJ,5V49BN,2024-12-15 21:00:08,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Basic,C# / .NET,5 років,Так,Scala,C# / .NET,Ні,,Немає,,"Ні, наразі не маю таких планів",,"ASP.NET,Flink,.NET",,,,Web,,5,5,,,,,,,,,,,,,,,,,,,,,,,
DGVkGl,VNjPJg,2024-12-15 21:03:09,Працюю full-time,Lead/Team Lead,Analyst,System Analyst,,,,,,,,,,,,,,,,,,,,15,15,,,,,,,,,,,,,,,,,,,,,,,
BRGpz5,ozDRd1,2024-12-15 21:07:55,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Delphi,PHP,10 і більше років,Так,JavaScript,PHP,Ні,,Немає,,Так,Dart,Laravel,,,Самостійно,Web,,10,15,,,,,,,,,,,,,,,,,,,,,,,
YAZG55,A9KpDB,2024-12-15 21:08:01,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Java,8 років,Так,TypeScript,Java,Ні,,Немає,,"Ні, наразі не маю таких планів",,Spring,,,,"Web, Mobile cross-platform, Desktop",,8,8,,,,,,,,,,,,,,,,,,,,,,,
AXlplo,dzN0vD,2024-12-15 21:09:54,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,C# / .NET,C# / .NET,5 років,Ні,,C# / .NET,Ні,,Немає,,"Ні, наразі не маю таких планів",,.NET,,,,Web,,5,5,,,,,,,,,,,,,,,,,,,,,,,
ONA78k,aze2rv,2024-12-15 21:32:09,Працюю full-time,Junior,QA,Manual QA,,,,,,,,,,,,,,,,,,,"web api,web app",2,2,,,,,,,,,,,,,,,,,,,,,,,
KjpB77,XzKMY4,2024-12-15 21:41:29,Працюю full-time,Senior,Other Management,Engineering Manager,,Delphi,Java,10 і більше років,Ні,,Python,Ні,,Немає,,Так,Python,,,,Самостійно,Web,,3,15,,,,,,,,,,,,,,,,,,,,,,,
AXlBN0,zdN7gE,2024-12-15 21:43:35,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Mobile розробка,Java,Dart,4 роки,Так,"JavaScript, TypeScript","Go, TypeScript",Ні,,Немає,,Так,Python,"Flutter,Node.js",,,Самостійно,"Mobile cross-platform, Web",,4,10,,,,,,,,,,,,,,,,,,,,,,,
0WE6vj,lzqrkV,2024-12-15 22:14:15,Працюю full-time,Head,Other,Head of Support,,,,,,,,,,,,,,,,,,,,3,7,,,,,,,,,,,,,,,,,,,,,,,
1arlVL,VNj5oj,2024-12-15 22:28:31,Працюю full-time,Junior,Project Management,Project Manager,,,,,,,,,,,,,,,,,,,,0.5,2,,,,,,,,,,,,,,,,,,,,,,,
9KdWOX,gzeMvD,2024-12-15 22:32:16,Працюю full-time,Middle,SE,Software Engineer / Software Developer,,C# / .NET,C# / .NET,3 роки,Ні,,C# / .NET,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,,,Desktop,,4,7,,,,,,,,,,,,,,,,,,,,,,,
MxAb6A,qzaAeY,2024-12-15 22:38:48,Працюю full-time,Middle,QA,Manual QA,,Python,Python,"1,5 року",Ні,,Python,Ні,,Немає,,"Ні, наразі не маю таких планів",,,Cucumber,,,Smart TV,embedded (electronics/automotive etc),3,3,,,,,,,,,,,,,,,,,,,,,,,
xWdpWE,GbKdMz,2024-12-15 22:43:04,Працюю full-time,CEO / C-level (Chief) / Director / VP,Other,CPO (Chief Product Officer),,,,,,,,,,,,,,,,,,,,5,7,,,,,,,,,,,,,,,,,,,,,,,
YAZQ70,jzbQR9,2024-12-15 22:44:02,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,Delphi,PHP,5 років,Так,Python,Python,Ні,,Немає,,Так,Go,Magento,,,Самостійно,Web,,5,5,,,,,,,,,,,,,,,,,,,,,,,
L2db2z,KGel9K,2024-12-15 22:44:18,Працюю full-time,Junior,SE,Software Engineer / Software Developer,Full Stack розробка,JavaScript,JavaScript,3 роки,Ні,,Go,Ні,,Немає,,Так,Python,Express,,,Самостійно,Web,,2,3,,,,,,,,,,,,,,,,,,,,,,,
R9z0qP,xzjaq9,2024-12-15 22:50:53,Працюю full-time,Junior,DS/ML/AI,Data Engineer / Big Data Engineer,,C++,SQL,2 роки,Так,Python,"SQL, Python",Ні,,Немає,,"Ні, наразі не маю таких планів",,,,"airflow, dbt, Requests, Pandas, Spark",,Other,,2,2,,,,,,,,,,,,,,,,,,,,,,,
9KddZp,dzN6aK,2024-12-15 22:53:30,Працюю full-time,Middle,DevOps/SRE,DevOps Engineer,,Python,Python,"1,5 року",Так,"SQL, Ruby, Python, Other","Go, Python",Ні,,Немає,,"Ні, наразі не маю таких планів",,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,
V6ZZ1N,Y9RQdd,2024-12-15 22:58:13,Працюю full-time,Middle,Product Management,Product Manager,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,
V6ZZDM,NPD6BW,2024-12-15 22:59:25,Працюю full-time,Middle,DevOps/SRE,DevOps Engineer,,Python,Python,1 рік,Ні,,Go,Ні,,Немає,,Так,Go,,,,З допомогою професійних викладачів (курсів або індивідуальних занять),Web,,3,3,,,,,,,,,,,,,,,,,,,,,,,
v9NBE8,ezDBZo,2024-12-15 23:15:49,Працюю full-time,Lead/Team Lead,Other,Recruiter / Recruitment Specialist / Technical Recruiter,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,
rZlE42,DaKVjR,2024-12-15 23:55:16,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,C,Java,4 роки,Ні,,Java,Ні,,Немає,,"Ні, наразі не маю таких планів",,Spring,,,,Web,,4,4,,,,,,,,,,,,,,,,,,,,,,,
4b2L8d,rYBKOL,2024-12-16 0:03:02,Працюю full-time,Principal,SE,Software Engineer / Software Developer,Back-end  розробка,"Коди на калькуляторах МК-61, МК-52 та ін.",Python,10 і більше років,Ні,,Go,Так,Python,Є,Python,Так,Go,"Flask,FastAPI,Kopf,Django",,,Самостійно,Web,,11,11,,,,,,,,,,,,,,,,,,,,,,,
6BdrPJ,94Xv9E,2024-12-16 1:43:45,Працюю full-time,Senior,Other,BA (Business Analyst),,,,,,,,,,,,,,,,,,,,4,6,,,,,,,,,,,,,,,,,,,,,,,
dyYKrz,GbKDPk,2024-12-16 2:05:56,Працюю full-time,Principal,SE,Software Engineer / Software Developer,Embedded,C,C,10 і більше років,Так,Python,C++,Так,C,Є,Python,Так,Rust,,,,Самостійно,Microcontrollers / Embedded / IoT,,12,12,,,,,,,,,,,,,,,,,,,,,,,
go5v81,bz946Z,2024-12-16 3:06:03,Працюю full-time,Lead/Team Lead,Other,Marketing Manager,,,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,
KjMGA8,y1N0Mx,2024-12-16 3:26:48,Працюю full-time,Senior,Other,Content Manager / Content Marketing Manager,,,,,,,,,,,,,,,,,,,,6,7,,,,,,,,,,,,,,,,,,,,,,,
EOPr9r,94XReX,2024-12-16 5:15:29,Працюю full-time,Немає тайтлу,Product Management,Product Manager,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,
1arYrM,y1Ndpg,2024-12-16 5:39:10,Працюю full-time,Lead/Team Lead,Other,Content Manager / Content Marketing Manager,,,,,,,,,,,,,,,,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,
yalbrB,7EbpB6,2024-12-16 5:46:42,"Працював(-ла) в IT, нині на військовій службі",Middle,SE,Software Engineer / Software Developer,Embedded,Delphi,C,5 років,Так,C++,C,Ні,,Є,C,"Ні, наразі не маю таких планів",,,,,,Microcontrollers / Embedded / IoT,,5,5,,,,,,,,,,,,,,,,,,,,,,,
W7Aa2Q,E65M2X,2024-12-16 6:07:13,Працюю full-time,CEO / C-level (Chief) / Director / VP,Other,CBDO (Chief Business Development Officer),,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,
v9N8zA,LOzOPJ,2024-12-16 6:16:46,Зараз в неоплачуваній відпустці / бенчі,Middle,DS/ML/AI,Data Scientist,,PHP,Python,4 роки,Так,JavaScript,Python,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,"Pandas, NumPy, Scrapy, SQLAlchemy, TensorFlow",,"Web, Mobile cross-platform",,4,7,,,,,,,,,,,,,,,,,,,,,,,
AXlMZz,0k7kjy,2024-12-16 6:19:30,Працюю full-time,Senior,Other Management,Game Producer,,,,,,,,,,,,,,,,,,,,9,12,,,,,,,,,,,,,,,,,,,,,,,
rZlMeX,8rzEoO,2024-12-16 6:34:56,Працюю full-time,Senior,QA,Manual QA,,,,,,,,,,,,,,,,,,,"web app,web api,windows desktop apps",8,8,,,,,,,,,,,,,,,,,,,,,,,
XbePVL,2oBRXV,2024-12-16 6:35:13,Працюю full-time,Middle,Other,Accountant,,,,,,,,,,,,,,,,,,,,10,3,,,,,,,,,,,,,,,,,,,,,,,
kPYP0d,gzeOZP,2024-12-16 6:44:51,Працюю full-time,Junior,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,JavaScript,"1,5 року",Так,Dart,,Ні,,Немає,,Так,Dart,Flutter,,,З допомогою професійних викладачів (курсів або індивідуальних занять),"Web, Mobile iOS, Mobile Android",,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,
AXlZqo,ozDpWV,2024-12-16 7:27:03,Працюю full-time,Senior,Product Management,Product Owner (у продакт менеджменті),,,,,,,,,,,,,,,,,,,,5,12,,,,,,,,,,,,,,,,,,,,,,,
qlb04O,ZeoyJB,2024-12-16 7:39:35,Працюю full-time,Senior,Project Management,Delivery Manager,,,,,,,,,,,,,,,,,,,,5,11,,,,,,,,,,,,,,,,,,,,,,,
0WEpMj,8rzyaY,2024-12-16 7:49:35,"Працював(-ла) в IT, нині на військовій службі",Senior,SE,Software Engineer / Software Developer,Back-end  розробка,C,Python,10 і більше років,Так,JavaScript,Go,Ні,,Немає,,Так,Kotlin,FastAPI,,,Самостійно,Web,,14,14,,,,,,,,,,,,,,,,,,,,,,,
4b2gR5,OEl9jY,2024-12-16 7:55:25,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Java,3 роки,Ні,,Java,Так,,Є,Java,"Ні, наразі не маю таких планів",,Spring,,,,Web,,3,3,,,,,,,,,,,,,,,,,,,,,,,
9Kdz2Y,VNjA0N,2024-12-16 7:57:21,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Java,8 років,Так,JavaScript,Scala,Ні,,Немає,,"Ні, наразі не маю таких планів",,"Hibernate,Spring,React",,,,Web,,8,8,,,,,,,,,,,,,,,,,,,,,,,
PqAM8V,7Ebzy2,2024-12-16 8:02:56,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Pascal,Python,1 рік,Так,TypeScript,"TypeScript, Важко сказати, не знаю",Ні,,Немає,,"Ні, наразі не маю таких планів",,Node.js,,,,Web,,10,10,,,,,,,,,,,,,,,,,,,,,,,
AXJ72z,dzN4LV,2024-12-16 8:23:28,Працюю full-time,Senior,Product Management,Product Manager,,,,,,,,,,,,,,,,,,,,5,12,,,,,,,,,,,,,,,,,,,,,,,
BR1ED5,lzqXEB,2024-12-16 8:24:51,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Java,10 і більше років,Ні,,,Ні,,Немає,,"Ні, наразі не маю таких планів",,Spring,,,,Web,,5,10,,,,,,,,,,,,,,,,,,,,,,,
8ld4er,KGeGyK,2024-12-16 8:27:11,Працюю full-time,Principal,SE,Software Engineer / Software Developer,Back-end  розробка,C++,C# / .NET,10 і більше років,Ні,,C# / .NET,Ні,,Немає,,"Ні, наразі не маю таких планів",,".NET,ASP.NET",,,,Web,,9,14,,,,,,,,,,,,,,,,,,,,,,,
rZKDqL,pzdXlZ,2024-12-16 8:27:32,Працюю full-time,Junior,SE,Software Engineer / Software Developer,Back-end  розробка,PHP,PHP,1 рік,Так,JavaScript,"Важко сказати, не знаю",Ні,,Немає,,"Ні, наразі не маю таких планів",,Phalcon,,,,Web,,1,1,,,,,,,,,,,,,,,,,,,,,,,
J4R18d,DaK9j5,2024-12-16 8:30:39,Працюю full-time,CEO / C-level (Chief) / Director / VP,Other,CTO (Chief Technology Officer) / Technical Director,,Basic,TypeScript,5 років,Так,Python,"Python, TypeScript",Так,JavaScript,Є,"TypeScript, Python",Так,Rust,,,,Самостійно,Web,,12,12,,,,,,,,,,,,,,,,,,,,,,,
Kjop2X,PrDNDP,2024-12-16 8:31:01,Працюю full-time,Architect,SE,Solution Architect,,Erlang,Erlang,8 років,Так,Go,Go,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,,,backend,,1.5,8,,,,,,,,,,,,,,,,,,,,,,,
qlBLR8,qzaqKY,2024-12-16 8:33:09,Працюю full-time,Lead/Team Lead,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Go,7 років,Так,Go,Go,Ні,,Немає,,"Ні, наразі не маю таких планів",,"Hibernate,Spring,Gin",,,,Web,,7,7,,,,,,,,,,,,,,,,,,,,,,,
EO1KZX,ozDZxM,2024-12-16 8:34:46,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,C# / .NET,C# / .NET,6 років,Так,"Python, JavaScript, TypeScript, SQL",C# / .NET,Ні,,Немає,,"Ні, наразі не маю таких планів",,".NET,ASP.NET",,,,Web,,6,6,,,,,,,,,,,,,,,,,,,,,,,
QQropY,ezDG5J,2024-12-16 8:35:50,Працюю full-time,Tech Lead,SE,Software Engineer / Software Developer,Back-end  розробка,Pascal,PHP,10 і більше років,Так,Go,Go,Ні,,Немає,,"Ні, наразі не маю таких планів",,"Symfony,Gin",,,,Web,,1,11,,,,,,,,,,,,,,,,,,,,,,,
PqEp4Q,vzra1X,2024-12-16 8:38:13,Працюю full-time,Junior,Other,HR Generalist,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,
W7o2Le,ezDGXk,2024-12-16 8:38:48,Працюю full-time,Junior,SE,Software Engineer / Software Developer,Back-end  розробка,Python,Python,2 роки,Так,Java,Python,Ні,,Немає,,"Ні, наразі не маю таких планів",,Spring,,,,Web,,1,5,,,,,,,,,,,,,,,,,,,,,,,
z6zNJZ,Y9RB40,2024-12-16 8:39:53,Працюю full-time,Junior,Other,Finance Manager / Financial Manager / Financial controller,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,
YAORrz,ZeokOv,2024-12-16 8:41:20,Втратив(-ла) роботу і шукаю нову,Немає тайтлу,Other,BA (Business Analyst),,,,,,,,,,,,,,,,,,,,6,9,,,,,,,,,,,,,,,,,,,,,,,
DG1KgE,DaKOW5,2024-12-16 8:49:24,Працюю full-time,Lead/Team Lead,SE,Software Engineer / Software Developer,Front-end  розробка,Pascal,TypeScript,6 років,Ні,,"Go, C++, Java, PHP, TypeScript",Ні,,Є,TypeScript,"Ні, наразі не маю таких планів",,"Next.js,Node.js,React",,,,Web,,6,6,,,,,,,,,,,,,,,,,,,,,,,
R94dPl,Zeok90,2024-12-16 8:50:12,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,Pascal,Python,6 років,Так,"C++, JavaScript",Go,Ні,,Немає,,Так,Go,"FastAPI,Flask,jQuery",,,Самостійно,Web,,6,6,,,,,,,,,,,,,,,,,,,,,,,
26kaOb,pzdqg1,2024-12-16 8:53:32,Працюю full-time,Junior,SE,Software Engineer / Software Developer,Full Stack розробка,C++,Java,3 роки,Так,TypeScript,Java,Ні,,Немає,,"Ні, наразі не маю таких планів",,"Spring,Angular / Angular.js,Hibernate",,,,Web,,0.5,1,,,,,,,,,,,,,,,,,,,,,,,
jVM6AE,gze89d,2024-12-16 8:54:46,Працюю part-time,Senior,SE,Software Engineer / Software Developer,,Pascal,C# / .NET,8 років,Ні,,C# / .NET,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,,,"Mobile cross-platform, Desktop, Web",,8,15,,,,,,,,,,,,,,,,,,,,,,,
qlBGDO,Y9R7Mz,2024-12-16 8:55:46,Працюю full-time,Middle,Product Management,Product Manager,,,,,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,
1aKdQQ,jzb8oE,2024-12-16 8:56:45,Працюю full-time,Немає тайтлу,Other,Integrations Engineer / Integration Manager,,Python,Bash,"1,5 року",Так,SQL,Groovy,Ні,,Немає,,Так,Groovy,,,,Самостійно,"Desktop, Web, Mobile Android, Mobile iOS",,2,4,,,,,,,,,,,,,,,,,,,,,,,
MxOaM0,2oB95L,2024-12-16 8:59:32,Працюю full-time,Lead/Team Lead,SE,Software Engineer / Software Developer,Mobile розробка,Dart,Dart,5 років,Так,JavaScript,"Dart, JavaScript",Так,Dart,Немає,,Так,JavaScript,Flutter,,,Самостійно,"Mobile iOS, Mobile Android, Mobile cross-platform",,5,6,,,,,,,,,,,,,,,,,,,,,,,
R94oXJ,xzj8OE,2024-12-16 9:04:01,Працюю full-time,Intern/Trainee,QA,General QA,,,,,,,,,,,,,,,,,,,"web app,web api",0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,
9K17dE,VNjOQy,2024-12-16 9:05:27,Працюю full-time,Lead/Team Lead,SE,Software Engineer / Software Developer,Back-end  розробка,Pascal,PHP,6 років,Так,JavaScript,,Ні,,Немає,,"Ні, наразі не маю таких планів",,Laravel,,,,Web,,6,6,,,,,,,,,,,,,,,,,,,,,,,
lEA67v,PrDJ55,2024-12-16 9:05:32,"Тимчасово не працюю і не шукаю роботу (sabbatical, декрет, волонтерство etc)",Middle,Other,Marketing Manager,,,,,,,,,,,,,,,,,,,,9,4,,,,,,,,,,,,,,,,,,,,,,,
