"Timestamp","Якою мовою ви написали свою першу програму ?","Чи можете виділити одну мову програмування, якою ви користуєтеся найчастіше?","Якою мовою ви пишете для роботи зараз?","Frontend: які фреймворки використовуєте в роботі?","Frontend: які фреймворки використовуєте в роботі?  ","Backend: які фреймворки використовуєте в роботі?","Backend: які фреймворки використовуєте в роботі?","Mobile: які фреймворки використовуєте в роботі?","Mobile: які фреймворки використовуєте в роботі?"," Інші фреймворки/бібліотеки","Улюблене IDE","Web: які фреймворки використовуєте в роботі?","Web: які фреймворки використовуєте в роботі?","Фреймворки для Distributed computing","Distributed computing: інші фреймворки","Інші","Версія JVM","Улюблене IDE","Найважливі бібліотеки та фреймворки, котрі ви використовуєте (через кому)","Улюблене IDE","Web: які фреймворки використовуєте в роботі?","Web: які фреймворки використовуєте в роботі?","Обробка даних: які фреймворки використовуєте в роботі?","Чи використовуєте ви mypy?","Бібліотеки загального призначення","Улюблене IDE","Які відомі веб-фреймворки ви використовуєте?","Інші важливі бібліотеки, які використовуєте в роботі","Яку версію PHP  ви використовуєте ?","Улюблене  IDE","Якими мовами ви пишете для роботи зараз?","Які додаткові мови ви використовуєте для роботи?","Яку мову програмування ви б обрали зараз для наступного комерційного проєкту?","Чи є у вас проєкти з відкритим кодом?  Якщо є, то якими мовами?","Чи плануєте ви цього року вивчити ще одну мову програмування?","Якщо так, то що за мова це буде? ","Ви плануєте освоїти наступну мову","Ви працюєте здебільшого в царині:","Ваша платформа?","Скільки років ви працюєте в індустрії розробки ПЗ?","Скільки років ви працюєте з мовою, що вибрана вами в якості основної? ","Скільки вам років?","Ви живете зараз в Україні?","Чи брали ви участь у наших попередніх опитуваннях на цю ж тему?"
"2021/01/30 2:03:09 PM GMT+2","Pascal/Delphi","Так","TypeScript","Angular","","Express","","","","","webstorm","","","","","","","","","","","","","","","","","","","","","JavaScript;PHP","TypeScript","","Ні","","Самостійно","Веб-фронтенд","","4","3","32","Так","Ні"
"2021/01/30 2:03:10 PM GMT+2","Basic","Так","JavaScript","React","Next.js","Express;Next.js","","","","","VS Code","","","","","","","","","","","","","","","","","","","","","TypeScript","TypeScript","Java;Python;Swift","Так","TypeScript","За допомогою професійних викладачів (курсів або індивідуальних занять)","Веб-фронтенд","","2","3","18","Так","Ні"
"2021/01/30 2:03:10 PM GMT+2","C","Ні","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JavaScript;C#;Python;PHP","","PHP","","Так","Python","За допомогою професійних викладачів (курсів або індивідуальних занять)","","","","1","19","Так","Ні"
"2021/01/30 2:03:58 PM GMT+2","Pascal/Delphi","Так","C#","","","","","","","","","","","","","","","","NUnit","VS, Resharper","","","","","","","","","","","","Python","C#","","Ні","","","Бекенд програмування","","8","2","37","Так","Так"
"2021/01/30 2:05:09 PM GMT+2","C","Так","C#","","","","","","","","","","","","","","","",".NET framework, .NET Core","Visual Studio","","","","","","","","","","","","JavaScript","C#","JavaScript;C#","Так","TypeScript","Самостійно","Бекенд програмування","","1","3","20","Так","Так"
"2021/01/30 2:06:10 PM GMT+2","C","Ні","","","","","","","","","","","","","","","","","Express, Retrofit, Handlebars","Android Studio","","","","","","","","","","","JavaScript;Java","T-SQL","Java","JavaScript;Java;C#;C","Так","Kotlin","Самостійно","Мобільна розробка","Android","0","1","19","Так","Ні"
"2021/01/30 2:06:36 PM GMT+2","JavaScript","Ні","","","","","","","","","","","","","","","","","Vue, Laravel, Wordpress","Atom","","","","","","","","","","","JavaScript;PHP","","JavaScript","","Ні","","За допомогою професійних викладачів (курсів або індивідуальних занять)","Веб-фронтенд","","3","3","43","Так","Ні"
"2021/01/30 2:09:06 PM GMT+2","C++","Так","C#","","","","","","","","","","","","","","","","NHibernate","Visual studio","","","","","","","","","","","","JavaScript;PHP","JavaScript","","Так","Python","За допомогою професійних викладачів (курсів або індивідуальних занять)","Бекенд програмування","","","","","Так","Ні"
"2021/01/30 2:09:21 PM GMT+2","Pascal/Delphi","Так","TypeScript","Angular","AngularJS, Stencil","Express","","Cordova;Ionic","Capacitor","Ramda","VSCode","","","","","","","","","","","","","","","","","","","","","JavaScript;Java;Swift","TypeScript","Java;TypeScript;Swift","Так","Dart","Самостійно","Веб-фронтенд","","2","2","32","Так","Так"
"2021/01/30 2:09:35 PM GMT+2","C++","Так","JavaScript","React;Vue.js","","Express","","","","","WebStorm","","","","","","","","","","","","","","","","","","","","","TypeScript","TypeScript","","Так","Go","За допомогою професійних викладачів (курсів або індивідуальних занять)","Веб-фронтенд","","1","1","21","Так","Ні"
"2021/01/30 2:10:48 PM GMT+2","C++","Так","C++","","","","","","","","","","","","","","","","Qt","Clion","","","","","","","","","","","","Python","Python","C++","Так","Rust","Самостійно","Десктоп-розробка","","4","3","24","Так","Ні"
"2021/01/30 2:11:28 PM GMT+2","Python","Так","JavaScript","React","","","","","","","Vs vode","","","","","","","","","","","","","","","","","","","","","JavaScript;Python;C","JavaScript","","Так","JavaScript","За допомогою професійних викладачів (курсів або індивідуальних занять)","Веб-фронтенд","","1","0","17","Так","Ні"
"2021/01/30 2:13:09 PM GMT+2","JavaScript","Так","JavaScript","React","","Express","","","","","Webstorm","","","","","","","","","","","","","","","","","","","","","TypeScript","JavaScript","JavaScript","Так","Kotlin","За допомогою професійних викладачів (курсів або індивідуальних занять)","Веб-фронтенд","","1","1","30","Так","Ні"
"2021/01/30 2:14:12 PM GMT+2","Python","Так","Python","","","","","","","","","","","","","","","","","","Django","","Keras;TensorFlow;NumPy;pandas","Так","","PyCharm","","","","","","C#","Python","Python","Ні","","","Бекенд програмування","","","1","18","Так","Ні"
"2021/01/30 2:18:13 PM GMT+2","Basic","Так","TypeScript","Vue.js","","Express","","","","","VS Code","","","","","","","","","","","","","","","","","","","","","JavaScript;Python","TypeScript","","Так","Rust","Самостійно","Бекенд програмування","","5","3","39","Так","Так"
"2021/01/30 2:18:15 PM GMT+2","Pascal/Delphi","Так","Java","","","","","","","","","Spring","","","","","14.x","idea","","","","","","","","","","","","","","Java","Java","Java","Так","Scala","За допомогою професійних викладачів (курсів або індивідуальних занять)","Бекенд програмування","","8","3","32","Так","Не пам'ятаю"
"2021/01/30 2:19:00 PM GMT+2","Python","Так","C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Python;C","Python","","Так","C#","За допомогою професійних викладачів (курсів або індивідуальних занять)","Мобільна розробка","Android","","","18","Так","Ні"
"2021/01/30 2:19:07 PM GMT+2","C++","Так","C#","","","","","","","","","","","","","","","","React, ASP.NET MVC, ASP.NET Core","Visual Studio, Visual Code","","","","","","","","","","","","JavaScript;Java;Python;T-SQL","C#","JavaScript;C#","Так","Go","За допомогою професійних викладачів (курсів або індивідуальних занять)","Бекенд програмування","","3","4","20","Так","Ні"
"2021/01/30 2:19:49 PM GMT+2","C","Так","Kotlin","","","","","","","","","","","","","","","","Spring, Arrow ","IntelliJ IDEA","","","","","","","","","","","","Java;TypeScript;Scala","Kotlin","","Так","Rust","Самостійно","Бекенд програмування","","3","1","24","Так","Не пам'ятаю"
"2021/01/30 2:20:04 PM GMT+2","C","Ні","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JavaScript;C#;Python","T-SQL","C#","JavaScript;C#;C","Так","Python","За допомогою професійних викладачів (курсів або індивідуальних занять)","Веб-фронтенд","","2","2","18","Так","Ні"
"2021/01/30 2:21:48 PM GMT+2","Перша програма на паскалі, але зараз головна - Java","Так","Java","","","","","","","","","Spring","","","","","8.x","Intellij IDEA","","","","","","","","","","","","","","JavaScript;Python","Java","JavaScript;Java;Python","Так","JavaScript","За допомогою професійних викладачів (курсів або індивідуальних занять)","Бекенд програмування","","0","0","18","Так","Ні"
"2021/01/30 2:23:30 PM GMT+2","C#","Так","JavaScript","Angular","","","","","","","Visual Studio Code","","","","","","","","","","","","","","","","","","","","","TypeScript","JavaScript","JavaScript","Так","Python","Самостійно","Веб-фронтенд","","1","1","21","Так","Ні"
"2021/01/30 2:24:26 PM GMT+2","Pascal/Delphi","Так","C#","","","","","","","","","","","","","","","","ASP.NET Core, EF Core","Rider","","","","","","","","","","","","JavaScript;T-SQL","C#","C#","Так","JavaScript","Самостійно","Бекенд програмування","","0","2","18","Так","Ні"
"2021/01/30 2:25:11 PM GMT+2","PHP","Так","JavaScript","React","","","","","","","VS Code","","","","","","","","","","","","","","","","","","","","","Java","JavaScript","JavaScript","Так","Java","За допомогою професійних викладачів (курсів або індивідуальних занять)","Обробка масивів даних","","1","2","31","Так","Ні"
"2021/01/30 2:26:16 PM GMT+2","Pascal/Delphi","Так","Python","","","","","","","","","","","","","","","","","","","","TensorFlow;NumPy;pandas","","","Anaconda, Jupyter","","","","","","C#;T-SQL;Visual Basic","Python","","Так","JavaScript","Самостійно","Десктоп-розробка","","5","5","29","Так","Ні"
"2021/01/30 2:26:17 PM GMT+2","C","Так","C#","","","","","","","","","","","","","","","","","Visual studio","","","","","","","","","","","","JavaScript;C#;PHP;C++;C;Lua","Lua","","Так","Python","За допомогою професійних викладачів (курсів або індивідуальних занять)","Game development","","","1","18","Так","Ні"
"2021/01/30 2:29:28 PM GMT+2","Python","Так","C#","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Java","Python","Java;C#","Так","Python","Самостійно","автоматизация тестирования","","0.5","2","20","Так","Ні"
"2021/01/30 2:30:30 PM GMT+2","Java","Так","C#","","","","","","","","","","","","","","","","Collection.Generics, LINQ","Rider","","","","","","","","","","","","","C#","","Так","JavaScript","Самостійно","Бекенд програмування","","","0.5","19","Так","Ні"
"2021/01/30 2:32:20 PM GMT+2","C","Так","TypeScript","React","","Express;NestJS","","React Native;Expo","","","Vs code","","","","","","","","","","","","","","","","","","","","","JavaScript","TypeScript","","Так","Python","Самостійно","Веб-фронтенд","","4","3","24","Так","Так"
"2021/01/30 2:33:01 PM GMT+2","Pascal/Delphi","Так","C#","","","","","","","","","","","","","","","",".Net, AspNet, Blazor, Microsoft.CodeAnalysis, React-Native","Rider","","","","","","","","","","","","JavaScript;C#;Python;PHP","C#","JavaScript;C#;Python","Так","F#","Самостійно","Десктоп-розробка","","5","4","18","Так","Ні"
"2021/01/30 2:34:34 PM GMT+2","C","Так","JavaScript","Vue.js","","Express;NestJS","","","","","Webstorm","","","","","","","","","","","","","","","","","","","","","TypeScript","TypeScript","JavaScript","Ні","","Самостійно","Веб-фронтенд","","1","1.5","20","Так","Ні"
"2021/01/30 2:35:27 PM GMT+2","C++","Так","JavaScript","React","","Express","","React Native","","","Vs code","","","","","","","","","","","","","","","","","","","","","TypeScript","JavaScript","JavaScript","Так","TypeScript","Самостійно","Веб-фронтенд","","2","2","20","Так","Ні"
"2021/01/30 2:36:08 PM GMT+2","Python","Так","C#","","","","","","","","","","","","","","","","","Visual Studio 2019","","","","","","","","","","","","JavaScript;C#;Python;PHP;C++;C;T-SQL","JavaScript","JavaScript;C#;C++;T-SQL","Так","Python","За допомогою професійних викладачів (курсів або індивідуальних занять)","Десктоп-розробка","","3","2","19","Так","Ні"
"2021/01/30 2:37:29 PM GMT+2","C","Так","PHP","","","","","","","","","","","","","","","","","","","","","","","","Laravel;Yii","","7.x","PHPStorm","","JavaScript;C#;Go;T-SQL","PHP","PHP;Go","Так","Node.JS","За допомогою професійних викладачів (курсів або індивідуальних занять)","Бекенд програмування","","2","1.5","19","Так","Ні"
"2021/01/30 2:46:27 PM GMT+2","C++","Так","PHP","","","","","","","","","","","","","","","","","","","","","","","","","","","Visual Studio","","C#;C++","C#","","Так","JavaScript","Самостійно","Мобільна розробка","Використовую кросплатформ фреймворк","3","1","17","Так","Ні"
"2021/01/30 2:48:01 PM GMT+2","Pascal/Delphi","Так","Python","","","","","","","","","","","","","","","","","","Flask","","NumPy;pandas","Так","celery, peewee","VSCode","","","","","","JavaScript;PHP;Go;C","Python","Rust","Так","Rust","Самостійно","Бекенд програмування","","5","5","27","Так","Не пам'ятаю"
"2021/01/30 2:49:38 PM GMT+2","Java","Так","Java","","","","","","","","","Spring","","","","","8.x","IntelliJ Idea ","","","","","","","","","","","","","","JavaScript","TypeScript","","Так","TypeScript","Самостійно","Бекенд програмування","","3","3","31","Так","Так"
